"Order Number",SKU,Quantity,Carrier,"Service Level",Tracking,Cost,"Package Weight","Package Length","Package Width","Package Height"
="1066199",="BN94-12295K",="1",USPS,"USPS First Class",="9400111298370012990886",="5.4",,,,
="1066201",="3648-0202-0150",="1",USPS,"USPS First Class",="9400111298370012953461",="4.46",,,,
="1066200",="UKTG53CC",="1",USPS,"USPS First Class",="9400111298370012962340",="4",,,,
="1066202",="BN94-08110A",="1",USPS,"USPS First Class",="9400111298370019009123",="4.08",,,,
="1066179",="342911007101",="1",USPS,"USPS First Class",="9400111298370019004470",="3.31",,,,
="1066189",="6871L-4104D",="1",USPS,"USPS First Class",="9400111298370019839133",="2.93",,,,
="1066208",="LJ94-29023C",="1",USPS,"USPS First Class",="9400111298370019379257",="2.78",,,,
="1066205",="55.50T20.C03",="1",FEDEX,"FedEx One Rate® (2Day)",="395791719168",="8.2",,,,
="1066204",="VizioCord-106",="1",USPS,"USPS First Class",="9400111298370019398203",="3.18",,,,
="1066206",="BN94-12295K",="1",USPS,"USPS First Class",="9400111298370019396629",="5.12",,,,
="1066209",="CT-RC1US-19-USED",="1",USPS,"USPS First Class",="9400111298370019357859",="2.78",,,,
="1066210",="IC-C-VZAA55D189A/B",="1",USPS,"USPS First Class",="9400111298370019386736",="5.4",,,,
="1066245",="55LJ550M-USED-1",="1",USPS,"USPS First Class",="9400111298370014655875",="3.67",,,,
="1066260",="BN59-01267A-REF",="1",USPS,"USPS First Class",="9400111298370014652461",="3.23",,,,
="1066267",="URC280J-NEW",="1",USPS,"USPS Priority",="9405511298370014669424",="7.56",,,,
="1066262",="JRC280-NEW",="1",USPS,"USPS First Class",="9400111298370014662125",="3.18",,,,
="1066271",="WP9754215",="1",USPS,"USPS First Class",="9400111298370014667434",="3.18",,,,
="1066258",="65PFL5604/F7-NEW",="1",USPS,"USPS First Class",="9400111298370014684790",="5.4",,,,
="1066241",="LC-50Q7030U-USED",="1",USPS,"USPS First Class",="9400111298370014687258",="5.4",,,,
="1066220",="00411253",="1",USPS,"USPS First Class",="9400111298370014601872",="4",,,,
="1066238",="U435CV-UMC-USED",="1",USPS,"USPS First Class",="9400111298370014930279",="4.08",,,,
="1066232",="D43-D2-NEW",="1",USPS,"USPS Priority",="9405511298370014936342",="7.8",,,,
="1066224",="32S327-USED",="1",USPS,"USPS Priority",="9405511298370014914449",="7.35",,,,
="1066233",="D43-D2-NEW",="1",USPS,"USPS Priority",="9405511298370014918300",="8.15",,,,
="1066235",="18308",="1",FEDEX,"FedEx One Rate® (2Day)",="395814710029",="8.2",,,,
="1066218",="D65X-G4-NEW",="1",USPS,"USPS First Class",="9400111298370014940773",="3.93",,,,
="1066264",="00411253",="1",USPS,"USPS First Class",="9400111298370014941978",="4",,,,
="1066242",="VizioCord-11",="1",USPS,"USPS First Class",="9400111298370014973337",="3.25",,,,
="1066263",="CIR-CIR-12",="1",USPS,"USPS First Class",="9400111298370014970787",="3.05",,,,
="1066239",="CIR-SQU-19",="1",USPS,"USPS First Class",="9400111298370014976895",="2.84",,,,
="1066261",="BN96-43169A-NEW-17",="1",USPS,"USPS First Class",="9400111298370014992772",="2.84",,,,
="1066236",="CIR-CIR-12",="1",USPS,"USPS First Class",="9400111298370014997678",="2.78",,,,
="1066246",="32LK6200-USED",="1",FEDEX,"FedEx One Rate® (2Day)",="395814956806",="8.2",,,,
="1066246",="LC-65Q6020U-USED",="1",FEDEX,"FedEx One Rate® (2Day)",="395814956806",="8.2",,,,
="1066259",="BN96-44724A-USED-NC",="1",FEDEX,"FedEx Home Delivery®",="395814980579",="11.94",,,,
="1066256",="WD21X24821",="1",USPS,"USPS Priority",="9405511298370014962471",="7.56",,,,
="1066234",="8201661",="1",USPS,"USPS Priority",="9405511298370014989331",="8.42",,,,
="1066212",="XBR-65X900E-NEW",="1",FEDEX,"FedEx Home Delivery®",="395815073866",="13.39",,,,
="1066228",="48-55-EH-RECT-NEW-5",="1",FEDEX,"FedEx Home Delivery®",="395815109481",="12.14",,,,
="1066253",="CIR-CIR-18",="1",USPS,"USPS First Class",="9400111298370014904935",="2.78",,,,
="1066257",="08-SS55TML-LC308AA",="1",USPS,"USPS First Class",="9400111298370014902528",="4.18",,,,
="1066237",="342911007101",="1",USPS,"USPS First Class",="9400111298370014901996",="2.78",,,,
="1066248",="78H1020",="1",FEDEX,"FedEx One Rate® (2Day)",="395815202115",="8.2",,,,
="1066229",="08-L171WD2-PW200AA",="1",USPS,"USPS Priority",="9405511298370017019837",="7.98",,,,
="1066213",="4T-TCN550-CS15",="1",USPS,"USPS First Class",="9400111298370017015515",="2.76",,,,
="1066247",="170452",="1",FEDEX,"FedEx One Rate® (2Day)",="395815315151",="8.2",,,,
="1066255",="08-L141WA2-PW220AB",="1",USPS,"USPS First Class",="9400111298370017045253",="5.4",,,,
="1066214",="08-L7913AC-PW200AA",="1",USPS,"USPS First Class",="9400111298370017040586",="4.08",,,,
="1066250",="756TXFCB0QK0010",="1",USPS,"USPS Priority",="9405511298370017079008",="8.12",,,,
="1066240",="6871L-4532B",="1",USPS,"USPS First Class",="9400111298370017075243",="3.31",,,,
="1066269",="55.43T10.C03",="1",USPS,"USPS First Class",="9400111298370017078442",="2.74",,,,
="1066226",="756TXFCB0QK0010",="1",USPS,"USPS Priority",="9405511298370017099341",="8.12",,,,
="1066243",="A-2167-837-A",="1",USPS,"USPS First Class",="9400111298370017090345",="4.46",,,,
="1066217",="AE0012147",="1",USPS,"USPS First Class",="9400111298370017091786",="4",,,,
="1066252",="ADTVD3010AB8",="1",USPS,"USPS First Class",="9400111298370017024197",="5.04",,,,
="1066265",="55.50T26.C20",="1",USPS,"USPS First Class",="9400111298370017020540",="3.25",,,,
="1066270",="187160-2",="1",USPS,"USPS Priority",="9405511298370017021137",="7.84",,,,
="1066249",="91.76Q01.001G",="1",USPS,"USPS First Class",="9400111298370017052510",="2.76",,,,
="1066268",="AA7R1MMA-001",="1",USPS,"USPS First Class",="9400111298370017051230",="5.4",,,,
="1066227",="BN94-12642F",="1",USPS,"USPS First Class",="9400111298370017064018",="5.04",,,,
="1066216",="BN94-10802A",="1",USPS,"USPS First Class",="9400111298370017068856",="5.27",,,,
="1066211",="34020060",="1",USPS,"USPS First Class",="9400111298370017067811",="4.46",,,,
="1066223",="BN94-07218E",="1",USPS,"USPS First Class",="9400111298370017061819",="5.08",,,,
="1066219",="08-SS55TML-LC308AA",="1",USPS,"USPS First Class",="9400111298370017084030",="4",,,,
="1066230","500TT43 V3 V4-12",="1",USPS,"USPS Priority",="9405511298370017080912",="8.76",,,,
="1066221",="SVV550AV9",="1",USPS,"USPS First Class",="9400111298370017081930",="5.08",,,,
="1066222",="34022329",="1",USPS,"USPS First Class",="9400111298370017008685",="4",,,,
="1066244",="AE0010345",="1",USPS,"USPS First Class",="9400111298370017838206",="5.27",,,,
="1066274",="72H0145",="1",USPS,"USPS Priority",="9405511298370017841674",="8.42",,,,
="1066275",="65R617-NEW",="1",USPS,"USPS Priority",="9405511298370017899545",="8.12",,,,
="1066276",="BN94-12398A",="1",USPS,"USPS First Class",="9400111298370017890907",="5.04",,,,
="1066231",="BN96-35223A-BN96-38964W-16-1",="1",FEDEX,"FedEx Home Delivery®",="395816403180",="11.78",,,,
="1066273",="UN65MU8000FXZA-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="395816489862",="8.2",,,,
="1066272",="",="1",USPS,"USPS First Class",="9400111298370017881479",="2.74",,,,
="1066225",="",="1",USPS,"USPS First Class",="9400111298370017808278",="3.31",,,,
="1066277",="3903-001132",="1",USPS,"USPS First Class",="9400111298370017335293",="3.39",,,,
="1066278",="BN94-12240E",="1",USPS,"USPS First Class",="9400111298370017346541",="5.12",,,,
="1066279",="55.65T46.C01",="1",USPS,"USPS Priority",="9405511298370017393814",="7.98",,,,
="1066285",="BN96-39055A-39056A-1",="1",USPS,"USPS Priority",="9405511298370018019140",="7.98",,,,
="1066290",="65R617-NEW",="1",FEDEX,"FedEx One Rate® (2Day)",="395823145617",="8.2",,,,
="1066280",="RC-ALIR-USED",="1",USPS,"USPS Priority",="9405511298370018018075",="7.56",,,,
="1066280",="RC-ALIR-USED",="1",USPS,"USPS Priority",="9405511298370018018075",="7.56",,,,
="1066283",="A-2072-564-C",="1",FEDEX,"FedEx Home Delivery®",="395823217403",="11.94",,,,
="1066282",="056.04243.G051",="1",USPS,"USPS Priority",="9405511298370018042827",="12.15",,,,
="1066288",="BN44-00809A",="1",FEDEX,"FedEx Home Delivery®",="395823277339",="12.44",,,,
="1066289",="1-897-315-11",="1",USPS,"USPS First Class",="9400111298370018070018",="2.84",,,,
="1066281",="BN96-43169A-NEW-11",="1",USPS,"USPS First Class",="9400111298370018098869",="2.84",,,,
="1066294",="EBT64473302",="1",USPS,"USPS First Class",="9400111298370018088204",="5.12",,,,
="1066292",="BN94-12295K",="1",USPS,"USPS First Class",="9400111298370018086439",="5.4",,,,
="1066291",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370018002347",="3.18",,,,
="1066293",="Y8386494A",="1",USPS,"USPS First Class",="9400111298370018830407",="4.46",,,,
="1066295",="BN94-11975B",="1",USPS,"USPS First Class",="9400111298370018885742",="5.12",,,,
="1066286",="LJ92-01867A",="1",USPS,"USPS Priority",="9405511298370018390416",="8.23",,,,
="1066287",="A-2170-502-A",="1",USPS,"USPS Priority",="9405511298370018571648",="8.12",,,,
="1066298",="BN44-00704A",="1",FEDEX,"FedEx One Rate® (2Day)",="395827067647",="8.2",,,,
="1066296",="VizioCord-26",="1",USPS,"USPS Priority",="9405511298370018591752",="8.42",,,,
="1066299",="LJ94-30637C",="1",USPS,"USPS First Class",="9400111298370018524252",="2.76",,,,
="1066297",="T8-28NA3R-MA1",="1",USPS,"USPS First Class",="9400111298370018522432",="4.08",,,,
="1066284",="EBU64625901",="1",USPS,"USPS First Class",="9400111298370018790534",="3.39",,,,
="1066207",="BN96-31033A",="1",USPS,"USPS Priority",="9405511298370018759305",="11.19",,,,
="1066266",="W10498011",="1",USPS,"USPS Priority",="9405511298370018756717",="7.56",,,,
="1066251",="75SK8070PUA-USED",="1",FEDEX,"FedEx Home Delivery®",="395828400736",="22.75",,,,
="1066300",="BN94-05549D",="1",USPS,"USPS First Class",="9400111298370018782560",="3.39",,,,
="1066301",="BN44-00807A",="1",USPS,"USPS Priority",="9405511298370018707283",="9.54",,,,
="1066302",="75UH8500-USED",="1",FEDEX,"FedEx Home Delivery®",="395828795480",="20.65",,,,
="1066303",="8184718",="1",USPS,"USPS Priority",="9405511298370018172456",="8.12",,,,
="1066304",="D40F-G9-USED",="1",USPS,"USPS First Class",="9400111298370018181202",="3.39",,,,
="1066349",="9LE050006130550",="1",USPS,"USPS Priority",="9405511298370013051879",="8.59",,,,
="1066397",="P502UI-B1-USED",="1",USPS,"USPS Priority",="9405511298370013832225",="8.04",,,,
="1066379",="BN44-00716A",="1",USPS,"USPS Priority",="9405511298370013836520",="15.74",,,,
="1066401",="ADTVE1825XC7",="1",USPS,"USPS Priority",="9405511298370013814061",="8.23",,,,
="1066414",="XBR-65X900F-STAND-NEW",="1",FEDEX,"FedEx Home Delivery®",="395874693392",="11.94",,,,
="1066400",="BN96-35223A-BN96-38964W-15-1",="1",USPS,"USPS Priority",="9405511298370013858195",="9.39",,,,
="1066333",="A-2165-797-A",="1",USPS,"USPS Priority",="9405511298370013864158",="7.84",,,,
="1066367",="XBR-55X900F-STAND-NEW",="1",USPS,"USPS Priority",="9405511298370013883760",="10.33",,,,
="1066355",="ADTVF1925XB2",="1",USPS,"USPS Priority",="9405511298370013887812",="9.54",,,,
="1066344",="48-55-EH-RECT-NEW",="1",FEDEX,"FedEx Home Delivery®",="395874872562",="14.34",,,,
="1066398",="UN55KU7000FXZA-USED",="1",FEDEX,"FedEx Ground®",="395875226600",="17.62",,,,
="1066363",="E600DLB032-005/006-16",="1",USPS,"USPS Priority",="9405511298370013356950",="8.12",,,,
="1066350",="BN96-32771A/32772A",="1",USPS,"USPS Priority",="9405511298370013368779",="11.19",,,,
="1066335",="LB65018-16",="1",USPS,"USPS Priority",="9405511298370013384281",="8.76",,,,
="1066480",="KDL-40R355C-USED",="1",USPS,"USPS Priority",="9405511298370013519492",="8.59",,,,
="1066500",="48-55-EH-RECT-NEW-5",="1",FEDEX,"FedEx Home Delivery®",="395876249619",="14.34",,,,
="1066562",="BN96-43501L-USED",="1",FEDEX,"FedEx Home Delivery®",="395876318222",="19.33",,,,
="1066515",="XBR-65X900F-STAND-USED",="1",USPS,"USPS Priority",="9405511298370013522928",="16.06",,,,
="1066490",="LC-48LE653U-USED",="1",USPS,"USPS Priority",="9405511298370013558644",="10.64",,,,
="1066458",="CIR-CIR-14",="1",USPS,"USPS First Class",="9400111298370013565595",="2.76",,,,
="1066440",="CIR-SQU-12",="1",USPS,"USPS First Class",="9400111298370013566325",="2.84",,,,
="1066534",="14222",="1",USPS,"USPS First Class",="9400111298370013584503",="2.93",,,,
="1066494",="CIR-CIR-15",="1",USPS,"USPS First Class",="9400111298370013587856",="2.78",,,,
="1066486",="BN61-13518A-NEW",="1",USPS,"USPS First Class",="9400111298370013503801",="2.84",,,,
="1066415",="UN50NU6900B-USED-1",="1",USPS,"USPS First Class",="9400111298370013505133",="4",,,,
="1066548",="14222",="1",USPS,"USPS First Class",="9400111298370013507717",="2.84",,,,
="1066475",="14222",="1",USPS,"USPS First Class",="9400111298370013739200",="2.84",,,,
="1066378",="316558300",="2",USPS,"USPS First Class",="9400111298370013734526",="3.31",,,,
="1066453",="OLED77C8PUA-USED",="1",FEDEX,"FedEx Home Delivery®",="395875940912",="15.13",,,,
="1066410",="BN96-36499F-USED",="1",USPS,"USPS First Class",="9400111298370013268670",="2.78",,,,
="1066455",="3903-001117-NEW-228",="1",USPS,"USPS First Class",="9400111298370013289804",="3.67",,,,
="1066477",="3903-001117-NEW-92",="1",USPS,"USPS First Class",="9400111298370013282263",="3.31",,,,
="1066563",="CIR-CIR-9",="1",USPS,"USPS First Class",="9400111298370013287688",="2.93",,,,
="1066411",="47-6021218-V2",="1",USPS,"USPS Priority",="9405511298370013209393",="7.56",,,,
="1066568",="CIR-CIR-10",="1",USPS,"USPS First Class",="9400111298370013208249",="2.78",,,,
="1066432",="CIR-SQU-18",="1",USPS,"USPS First Class",="9400111298370013533532",="3.18",,,,
="1066570",="IF_13DF5E7F",="1",USPS,"USPS First Class",="9400111298370013538230",="2.76",,,,
="1066508",="CIR-SQU-19",="1",USPS,"USPS First Class",="9400111298370013738111",="3.05",,,,
="1066376",="55.55T22.C07",="1",USPS,"USPS Priority",="9405511298370013711322",="8.42",,,,
="1066375",="11031987",="1",USPS,"USPS First Class",="9400111298370013744587",="3.39",,,,
="1066406",="D43-D2-NEW",="1",USPS,"USPS First Class",="9400111298370013747748",="3.23",,,,
="1066417",="1-849-161-11-NEW",="1",USPS,"USPS First Class",="9400111298370013773839",="2.84",,,,
="1066391",="55H7B2-USED",="1",USPS,"USPS Priority",="9405511298370013778455",="7.64",,,,
="1066405",="49UK6300PUE-STAND-USED",="1",USPS,"USPS Priority",="9405511298370013797494",="7.98",,,,
="1066384",="BN96-18153A-NEW-25",="1",USPS,"USPS First Class",="9400111298370013722547",="3.23",,,,
="1066395",="32LF221U19-USED",="1",USPS,"USPS First Class",="9400111298370013768705",="3.25",,,,
="1066571",="BN59-01298H-NEW",="1",USPS,"USPS First Class",="9400111298370013789670",="3.39",,,,
="1066326",="RC-AFIR-USED",="1",USPS,"USPS First Class",="9400111298370013787201",="3.18",,,,
="1066358",="RC-ALIR-USED",="1",USPS,"USPS First Class",="9400111298370013707414",="2.78",,,,
="1066361",="HU-RCRUS-21G-NEW",="1",USPS,"USPS First Class",="9400111298370013134784",="2.78",,,,
="1066329",="D65X-G4-USED",="1",USPS,"USPS Priority",="9405511298370013115441",="7.8",,,,
="1066348",="RC-ALIR-USED",="1",USPS,"USPS First Class",="9400111298370013116414",="2.84",,,,
="1066315",="02189A-02190A-NEW",="1",USPS,"USPS First Class",="9400111298370013140365",="2.74",,,,
="1066338",="RMF-TX310U-NEW",="1",USPS,"USPS First Class",="9400111298370013124280",="3.31",,,,
="1066321",="756TXICB02K031",="1",USPS,"USPS Priority",="9405511298370013122630",="7.56",,,,
="1066360",="65PFL5604/F7-USED",="1",USPS,"USPS First Class",="9400111298370013128196",="4",,,,
="1066334",="XBR-55X800G-USED",="1",USPS,"USPS Priority",="9405511298370013153306",="8.59",,,,
="1066380",="3903-000853-NEW-228",="1",USPS,"USPS First Class",="9400111298370013150258",="3.31",,,,
="1066377",="VizioCord-6",="1",USPS,"USPS Priority",="9405511298370013156628",="7.8",,,,
="1066402",="6871L-4364C",="1",USPS,"USPS Priority",="9405511298370013163237",="8.42",,,,
="1066310",="HU-RCRUS-21G-NEW",="1",USPS,"USPS First Class",="9400111298370013168741",="3.18",,,,
="1066340",="55LJ550M-USED-1",="1",USPS,"USPS First Class",="9400111298370013184635",="3.39",,,,
="1066324",="08-CS32TML-LC283AA",="1",USPS,"USPS First Class",="9400111298370013103865",="5.04",,,,
="1066324",="08-MST1401-MA200AA",="1",USPS,"USPS First Class",="9400111298370013103865",="5.04",,,,
="1066394",="08-L8923A7-PW200AB",="1",USPS,"USPS First Class",="9400111298370013102578",="4.08",,,,
="1066386",="BN96-34823A",="1",USPS,"USPS First Class",="9400111298370013434181",="4",,,,
="1066312",="PW.108W2.683",="1",USPS,"USPS First Class",="9400111298370013438660",="4.08",,,,
="1066327",="RCA128",="1",USPS,"USPS First Class",="9400111298370013418365",="5.27",,,,
="1066409",="BN94-10553A",="1",USPS,"USPS First Class",="9400111298370013449437",="4",,,,
="1066387",="6871L-5319D",="1",USPS,"USPS First Class",="9400111298370013440847",="5.12",,,,
="1066370",="08-L171WD2-PW200AA",="1",USPS,"USPS First Class",="9400111298370013479465",="5.27",,,,
="1066322",="81-PBE032-M92",="1",USPS,"USPS First Class",="9400111298370013477409",="4",,,,
="1066323",="K16078532",="1",USPS,"USPS First Class",="9400111298370013494093",="4.08",,,,
="1066352",="200263",="1",USPS,"USPS Priority",="9405511298370013498995",="7.8",,,,
="1066319",="755.00302.A001",="1",USPS,"USPS First Class",="9400111298370013423222",="3.97",,,,
="1066408",="EBU63423504",="1",USPS,"USPS First Class",="9400111298370035311682",="4.08",,,,
="1066474",="UN65NU8000FXZA-STAND-USED",="1",FEDEX,"FedEx Home Delivery®",="395881210971",="20.29",,,,
="1066485",="UN65NU8000FXZA-STAND-USED",="1",FEDEX,"FedEx Home Delivery®",="395881264434",="12.9",,,,
="1066505",="TNPA5399AB",="1",FEDEX,"FedEx Home Delivery®",="395881325484",="11.99",,,,
="1066479",="ADTVE1825AC7",="1",USPS,"USPS Priority",="9405511298370035282428",="12.15",,,,
="1066482",="09-60CAP090-00",="1",FEDEX,"FedEx Home Delivery®",="395882190814",="12.91",,,,
="1066517",="ADTVF1925AB1",="1",USPS,"USPS Priority",="9405511298370035533339",="8.23",,,,
="1066572",="BN96-43501L-INC-1",="1",FEDEX,"FedEx Home Delivery®",="395882699804",="14.35",,,,
="1066478",="BN44-00807A",="1",USPS,"USPS Priority",="9405511298370035557885",="7.84",,,,
="1066487",="EBT64243202",="1",USPS,"USPS Priority",="9405511298370035560052",="9.54",,,,
="1066413",="BN44-00341A",="1",USPS,"USPS Priority",="9405511298370035584584",="8.76",,,,
="1066399",="LJ94-40422A",="1",USPS,"USPS First Class",="9400111298370035500574",="2.84",,,,
="1066403",="BN96-34102A",="1",USPS,"USPS First Class",="9400111298370035732289",="3.25",,,,
="1066332",="BN94-12926M",="1",USPS,"USPS First Class",="9400111298370035719020",="5.12",,,,
="1066382",="6871L-3850D",="1",USPS,"USPS First Class",="9400111298370035718306",="3.67",,,,
="1066368",="BN94-12410A",="1",USPS,"USPS First Class",="9400111298370035745647",="5.04",,,,
="1066393",="LJ92-01883A",="1",USPS,"USPS First Class",="9400111298370035747184",="2.84",,,,
="1066396",="BN94-12484X",="1",USPS,"USPS First Class",="9400111298370035770731",="5.4",,,,
="1066359",="40-RY5510-DRF2LG",="1",USPS,"USPS First Class",="9400111298370035721948",="3.31",,,,
="1066388",="BN94-12036A",="1",USPS,"USPS First Class",="9400111298370035758517",="5.27",,,,
="1066365",="34.29110.085",="1",USPS,"USPS First Class",="9400111298370035765782",="2.76",,,,
